ID,split,source,source_text,gpt_msa_detox,gpt_gulf_detox,gpt_levantine_detox,gpt_egyptian_detox
5105,train,jhsc,الشعب الاردني شعب جبار و دمنا بغلي و داعش مافي معها سياسه و الباقي فهمه عليكم,"الشعب الأردني شعب قوي، ولا مكان للمساومة مع داعش.","الشعب الأردني شعب قوي و دمنا يغلي، وداعش ما عندها سياسة ولا تفاهم، والباقي مفهوم.","الشعب الأردني شعب قوي ودمنا بغلي، وداعش ما إلها سياسة ولا تفاهم، والباقي مفهوم.","الشعب الأردني شعب قوي ودمنا مولع، وداعش مفيش معاها سياسة ولا تفاهم، والباقي مفهوم."
5106,train,jhsc,وانا كمان بتشرف بمعرفتك يا غاليه,وأنا أيضاً أتشرف بمعرفتك يا غالية.,وانا بعد يشرفني معرفتك يا الغالية,وانا كمان بتشرف بمعرفتك يا غالية,وانا كمان بتشرف بمعرفتك يا غالية
5107,train,jhsc,بطلعلنا السلطيه احسن ناس,أهل السلط من أفضل الناس.,ترى أهل السلط ناس طيبين ومحترمين,السلطية ناس محترمين ومن أحسن الناس,السلطية ناس محترمين ومن أحسن الناس
5108,train,jhsc,جوارديولا انت بس بتشرب مي اعمل اشي ب ام راسك هاظ,"جوارديولا، افعل شيئاً مفيداً بدل الاكتفاء بالمشاهدة.","جوارديولا، كفاية بس تتفرج، سوِّ شي بضميرك الحين.","جوارديولا، خلّصنا من الفرجة واعمل اشي بضميرك هسه.","جوارديولا، كفاية فرجة واعمل حاجة بضميرك دلوقتي."
5109,train,jhsc,لا ادري ما يخبئ لنا القدر كل يوم اتمني ان نكون مع بعضنا سويا لا يفترق احدنا عن الاخر كجسدا واحد في روح واحده لا يفرقنا الا الموت,"لا أدري ما يخبئه لنا القدر، وأتمنى أن نبقى معاً دائماً.","ما ادري وش كاتب لنا الزمن كل يوم، بس ودي نظل مع بعض دايم، ما نفترق عن بعض، كأننا جسد واحد وروح وحدة، وما يفرقنا إلا الموت.","ما بعرف شو مخبيلنا القدر كل يوم، بس بتمنى نظل سوا دايمًا، ما نفترق عن بعض، كأننا جسد واحد وروح وحدة، وما يفرقنا غير الموت.","مش عارف النصيب مخبّي لنا إيه كل يوم، بس نفسي نفضل مع بعض دايمًا، ما نفترقش عن بعض، كإننا جسد واحد وروح واحدة، ومفيش حاجة تفرقنا غير الموت."
5110,train,jhsc,ه اهنين وسهنين بتشرفنا والله,"أهلاً وسهلاً، يشرفنا حضوركم.","ياهلا وسهلا فيك، تشرفنا والله","يا هلا وسهلا فيك، بتشرفنا والله","أهلا وسهلا بيك، شرفتنا والله"
5111,train,jhsc,الله يصلح بعض الناس هم ليئوا بحاجه لتعلم سياسه فقط بل يجب ان يتعلموا كيف يكونوا اوفياء,"بعض الناس لا يحتاجون إلى تعلم السياسة فقط، بل إلى تعلم الوفاء أيضاً.","الله يصلح بعض الناس، مو بس محتاجين يتعلمون سياسة، بعد لازم يتعلمون شلون يكونون أوفياء.","الله يصلح بعض الناس، مش بس لازم يتعلموا سياسة، كمان لازم يتعلموا كيف يكونوا أوفياء.","الله يصلح شوية ناس، مش بس محتاجين يتعلموا سياسة، كمان لازم يتعلموا إزاي يكونوا أوفياء."
5112,dev,jhsc,شو هل شركه الطيران هاي يعني الرحله تاخرت و ما يخبروا حدا شو اقعد اسوي انا هلا,ما هذه شركة الطيران؟ تأخرت الرحلة ولم يوضح أحد السبب.,وش هشركة الطيران هذي! الرحلة تأخرت وما كلفوا نفسهم يعلمون أحد. طيب وش أسوي الحين؟,شو هشركة الطيران هاي! الرحلة تأخرت وما كلفوا نفسهم يخبروا حدا. طيب شو أعمل هلا؟,هي شركة الطيران دي ايه! الرحلة اتأخرت ومحدش فكر يبلغ حد. طيب أعمل ايه دلوقتي؟
5113,train,jhsc,ليش انت شو بتسوي بحياتك,وأنت ماذا تفعل في حياتك؟,ليش دايم تسألني أنا وش أسوي بحياتي؟ خل حياتك عليك وخلي حياتي علي.,ليش كل شوي بتسألني أنا شو بعمل بحياتي؟ ركّز بحياتك وخليني بحالي.,هو انت ليه كل شوية بتسألني بعمل ايه في حياتي؟ خلّيك في حالك وسيبني في حالي.
5114,train,jhsc,بحب لما ادخل شارع غلط واضيع بطريق المطار,أحب أحياناً أن أدخل شارعاً خاطئاً وأضيع في طريق المطار.,احب لما اغلط بالدخول بشارع واضيع وانا رايح للمطار,بحب لما افوت بشارع غلط واتوه وانا رايح ع المطار,بحب لما ادخل شارع غلط واتوه وانا رايح المطار
5115,train,jhsc,كلهم ساقوا الشرف,الجميع يتحدث كثيراً عن الشرف.,كلهم خانوا الامانة,كلهم خانوا الامانة,كلهم خانوا الامانة
5116,dev,jhsc,اخرشرمطه هذا اقل وصف في سياسه الملوك بشكل عام,هذا أسوأ وصف يمكن أن يطلق على بعض الممارسات السياسية.,هذي اسوأ صورة ممكنة لسياسة الملوك بشكل عام.,هاي أسوأ صورة ممكنة لسياسة الملوك بشكل عام.,دي أسوأ صورة ممكنة لسياسة الملوك بشكل عام.
5117,test,jhsc,بتمني اشرب معك قهوه,أتمنى أن أشرب القهوة معك.,أتمنى أشرب قهوة معك,بتمنى أشرب قهوة معك,بتمنى أشرب قهوة معاك
5118,train,jhsc,مش فاهم يعني الموضوع وقف علي نوع الساعه اللي لابسها الداعشي بين يطسكو بس بقول,هل أصبح نوع الساعة التي يرتديها الداعشي هو القضية الأساسية؟,مو فاهم يعني السالفة كلها واقفة على نوع الساعة اللي لابسها الداعشي؟ بيني وبينكم بس أقول.,مش فاهم يعني القصة كلها واقفة على نوع الساعة اللي لابسها الداعشي؟ بيني وبينكم بس بحكي.,مش فاهم يعني الموضوع كله واقف على نوع الساعة اللي لابسها الداعشي؟ بيني وبينكم بس بقول.
5119,train,jhsc,والله انشالله بتنورنا وبتشرفونا يا قلبي,نتمنى أن تنورونا وتشرفونا.,"يا رب تجونا وتنورونا وتشرّفونا، مكانكم حاضر بقلبي.","يا رب تجوا وتنورونا وتشرّفونا، والله القلب مشتاقلكم.","يا رب تيجوا تنورونا وتشرفونا، والله انتو على قلبي من جوه."
5120,train,jhsc,وصاحبيتك المعتره المرميه هون هاي المسكينه شو تعمل يا حقيره ه,"وصديقتك المسكينة الموجودة هنا، ماذا يمكنها أن تفعل؟","وصاحبتك اللي هنا، البنت المسكينة هذي وش تسوي؟","وصاحبتك المعترة اللي مرمية هون، هالمسكينة شو تعمل؟","وصاحبتك اللي مرمية هنا، البنت المسكينة دي تعمل ايه؟"
5121,train,jhsc,ربي بهذه الساعه المباركه ارحم شهدائنا و فرج هم اخواننا بفلسطين و اليمن و مصر و سوريا و العراق و ليبيا و كل شخص مظلوم,ربي في هذه الساعة المباركة ارحم الشهداء وفرج هموم المظلومين في كل مكان.,يا رب بهالساعة المباركة ارحم شهداءنا وفَرّج هم إخواننا في فلسطين واليمن ومصر وسوريا والعراق وليبيا وكل مظلوم.,يا رب بهالساعة المباركة ارحم شهدائنا وفرّج هم إخوانا بفلسطين واليمن ومصر وسوريا والعراق وليبيا وكل مظلوم.,يا رب في الساعة المباركة دي ارحم شهدائنا وفَرّج كرب إخواتنا في فلسطين واليمن ومصر وسوريا والعراق وليبيا وكل مظلوم.
5122,train,jhsc,داعش كذبه كل زمان,داعش كذبه كل زمان,"داعش خرافة من اولها لآخرها، وكل زمن يطلعون لنا بنفس الكذبة بشكل جديد.","داعش كذبة من الأصل، وكل فترة برجعوا يبيعونا نفس الوهم بشكل تاني.","داعش كدبة من ساسها لراسها، وكل وقت بيطلعوا لنا بنفس الوهم بس بشكل مختلف."
