ID,split,source,source_text,gemini_msa_detox,gemini_gulf_detox,gemini_levantine_detox,gemini_egyptian_detox
6066,train,jhsc,ليش ما شارك الشعب بمسيراته خلال الخمس سنوات السابقات لما عم وباء الغلاء وارتفاع الاسعار والضراءب,"لماذا لم يشهد الشارع مشاركة شعبية في المسيرات الاحتجاجية خلال السنوات الخمس الماضية، في ظل تفاقم أزمة الغلاء وارتفاع الأسعار والضرائب؟","وين كانت مشاركة الشعب في مسيراته خلال الخمس سنين اللي طافت، يوم انتشر وباء الغلاء وارتفاع الأسعار والضرايب؟","ليش ما شارك الشعب بمسيراته خلال الخمس سنين اللي فاتوا، لما كان الغلاء وارتفاع الأسعار والضرائب منتشرين زي الوباء؟","ليه الشعب ما نزلش في مسيرات على مدار الخمس سنين اللي فاتوا، لما انتشر وباء الغلاء وارتفاع الأسعار والضرايب؟"
6067,train,jhsc,نفسي افتح عقروب المدني وما الاقي نفاق من فضل الله علينا نعمه التسليح فلولا التسليخ لسقطت منازلنا علينا من شده النفاق,"نفسي افتح هاشتاج المدني وما لاقيش نفاق. من فضل ربنا علينا نعمة التسليح، ولولا وضوح المواقف والمسؤولية كانت بيوتنا وقعت من كتر النفاق.","نفسي أتعامل مع اللي يلبسون ثوب المدنية وما ألقى منهم نفاق. من فضل ربي علينا نعمة التسليح، فلولا التسليح كان طاحت بيوتنا علينا من كثر النفاق.","بتمنى أفتح أي جروب للمدنيين وما ألاقي فيه نفاق. الحمد لله على نعمة كشف الحقائق، لأنه لولاها، كان بيوتنا وقعت علينا من كثرة النفاق.","نفسي أتعامل مع المدنيين وما ألاقيش فيهم نفاق. من فضل ربنا علينا نعمة التسليح، لولا التسليح ده كانت بيوتنا وقعت علينا من كتر النفاق."
6068,train,jhsc,اجتماع بعض اعضاء الشرف بعد استقاله الرئيس ومانقلته الصحافه عنهم بتوجيههم اللوم علي اللاعبين وتهديدهم بان باب الهلال يفوت جمل,"اجتماع بعض أعضاء الشرف بعد استقالة الرئيس، وما نقلته الصحافة عنهم من توجيه اللوم إلى اللاعبين، وتأكيدهم على أن النادي لن يقبل بأي تقصير، وأن من لا يلتزم بمعايير الأداء سيجد الباب مفتوحًا للمغادرة.","اجتماع بعض أعضاء الشرف بعد استقالة الرئيس، وما نقلته الصحافة عنهم كان توجيه اللوم للاعبين. الرسالة كانت واضحة: الكيان أكبر من أي اسم، ومن لا يقدم المستوى المأمول، فالباب مفتوح للبحث عن خيارات أفضل.","اجتماع بعض أعضاء الشرف بعد استقالة الرئيس، واللي نقلته الصحافة عنهم إنهم وجهوا اللوم للاعبين، وأكدوا إنه النادي ما بوقف على حدا، وإنه باب الهلال بيفوت جمل للي ما بده يلتزم.","الصحافة نقلت عن اجتماع بعض أعضاء الشرف بعد استقالة الرئيس، إنهم وجهوا اللوم للاعبين، وأكدوا إن أي لاعب مش على قدر المسؤولية أو مش قادر يقدم المطلوب منه، ممكن يدور على فرصة تانية."
6069,train,jhsc,يسعد السلط وشمسها وغروب شمسها وشوارعها وهواها وشجرها وناسها وحاراتها,يسعد السلط وشمسها وغروب شمسها وشوارعها وهواها وشجرها وناسها وحاراتها.,"يا حبي للسلط وشمسها وغروبها، وشوارعها وهواها وشجرها، وناسها وحاراتها.",يسعد السلط وشمسها وغروب شمسها وشوارعها وهواها وشجرها وناسها وحاراتها,يا بخت السلط وشمسها وغروب شمسها وشوارعها وهواها وشجرها وناسها وحاراتها.
6070,train,jhsc,البرشلونين يتمنون من داعش القبض ع راس هيجواين,البرشلونين يتمنون أن يواجه هيجواين مصيرًا قاسيًا.,البرشلونين يتمنون هيجواين يعتزل الكورة اليوم قبل بكرة.,البرشلونين بتمنوا لو هيجواين يروح بلا رجعة.,البرشلونين نفسهم هيجواين يغور في ستين داهية.
6071,train,jhsc,افعلوا ا تشاؤون واجمعوا ماء واشربوها فانا لا ابرر الظن,"افعلوا ما تشاؤون، فإن أفعالكم لن تؤثر في موقفي، وأنا لا أبرر الظن.","سووا اللي تشوفونه مناسب، واللي تسوونه ما راح يأثر علي أبدًا. أنا ما أبرر الظنون لأحد.","اعملوا اللي بدكم اياه، ما رح يأثر فيي، وأنا ما ببرر لحدا.","اعملوا اللي تشوفوه مناسب ليكم، تصرفاتكم مش هتأثر عليا في أي حاجة، وأنا مش مضطر أبرر أي ظنون."
6072,train,jhsc,بشرفه حكيم شو كاين يتعاطي في هاي الاغنيه نار النار,يثير التساؤل بجدية ما الذي كان يستحوذ على فكر الفنان حكيم أثناء إبداعه لهذه الأغنية التي تتميز بطابعها غير المألوف.,"بصراحة، حكيم وش كان شارب في هالأغنية؟ نار النار!","يا الله حكيم، شو كان ماكل أو شارب لما عمل هاي الأغنية؟ الأغنية نار النار!","بجد، حكيم كان مروّق دماغه على الآخر وهو بيعمل الأغنية دي، طالعة حاجة عظيمة!"
6073,train,jhsc,تم قتل رجلين في وادي الرمم بسلاح ناري,لقي رجلان مصرعهما في وادي الرمم جراء إطلاق نار.,انقتلوا رجال اثنين في وادي الرمم بسلاح ناري.,انقتلوا زلمتين بوادي الرمم بسلاح ناري.,اتقتل راجلين في وادي الرمم بسلاح ناري.
6074,test,jhsc,وانا كمان زوبي مولع نار تعتلي عالخاص,"وأنا كذلك، أرغب بشدة في التواصل معكم على انفراد.","وأنا كذلك، أحس بشغف كبير يدفعني للتواصل معك، ياليت لو تسمح لي بالحديث على الخاص.","وانا كمان قلبي مولع نار، خلينا نحكي بالخاص.","أنا كمان حاسس بإنجذاب قوي، لو تحب ممكن نتكلم على الخاص."
6075,train,jhsc,المهتم بالسياسه ورفع المستوي المعيشي في بلده يقرا اهداف الوزارات بتلاقي اهداف مميزه لكن لا اثر لها علي الواقع نحتاج لرجال تفرض القانون فقط,"يلاحظ المهتمون بالشأن السياسي وتحسين المستوى المعيشي في بلادهم أن أهداف الوزارات المعلنة تتسم بالتميز، إلا أن أثرها على أرض الواقع يبدو محدودًا. إننا بحاجة إلى من يطبق القانون بصرامة وفعالية.","اللي يهتم بالسياسة وتطوير مستوى المعيشة في بلده، لو يقرا أهداف الوزارات، بيلاقي أهداف مميزة. لكن للأسف، ما نشوف لها أثر ملموس على أرض الواقع. اللي نحتاجه هو رجال حازمة تفرض القانون وبس.","أي حدا مهتم بالسياسة وبتطوير مستوى المعيشة ببلده، لو يقرا أهداف الوزارات، رح يلاقي أهداف مميزة. بس للأسف، ما إلها أي أثر عالواقع. احنا بحاجة لرجال تفرض القانون وبس.","أي حد مهتم بالسياسة وعايز مستوى المعيشة في بلده يتحسن، يقرا أهداف الوزارات. هيلاقي أهداف ممتازة، لكن للأسف ملهاش أي أثر على أرض الواقع. إحنا محتاجين مسؤولين يطبقوا القانون وبس."
6076,train,jhsc,هود الحل الوحيد السلاح,يبدو أن الخيار العسكري هو السبيل الوحيد المتاح.,"نشوف إن الحوثيين هم الخيار الوحيد، وقدرتهم على فرض الأمر الواقع هي اللي بتوصلنا للي نبيه.",يمكن ما في حل قدامنا غير المقاومة المسلحة.,"هو ده الحل الوحيد، إننا نكون أقويا."
